,Topik 1,Topik 2,Topik 3,Total Proporsi Kata
form,0.017903960482691324,0.9430563461189797,0.03903969339832898,1.0
formal,0.11240241627331418,0.8330914022316375,0.05450618149504837,1.0
formasi,0.027738259757970236,0.03459634746580678,0.937665392776223,1.0
format,0.4596318796185795,0.025631218560150573,0.51473690182127,1.0
formula,0.8570423067903806,0.05264141942659189,0.0903162737830276,1.0
formulir,0.05770753002551162,0.8163365200157425,0.12595594995874587,1.0
forum,0.9402223887860577,0.022716368784990667,0.03706124242895167,1.0
forward,0.30432131797118533,0.6762117970028568,0.01946688502595791,1.0
foto,0.25444684529398726,0.045496468974476345,0.7000566857315366,1.0000000000000002
fourier,0.014388350749171008,0.018387058830313743,0.9672245904205153,1.0
fp,0.8196062705861703,0.06834010641856378,0.11205362299526592,1.0
fpgrowth,0.8201266142996296,0.06780625325963248,0.11206713244073785,1.0
frame,0.3022398861206824,0.39765269915707896,0.3001074147222387,1.0
framework,0.00497136701592896,0.635951369098258,0.359077263885813,1.0
frameworknya,0.09225963717110508,0.7074444450102317,0.20029591781866313,1.0
frameworkzf,0.0650111687116124,0.08360495779827787,0.8513838734901098,1.0
frameworkâ,0.09232187454384769,0.7073787346802708,0.2002993907758815,1.0
frasa,0.090123142586034,0.6699036491608736,0.23997320825309235,1.0
free,0.02700660507839331,0.034567361985722356,0.9384260329358843,1.0
freedom,0.09196073718405799,0.7077600287080282,0.20027923410791373,0.9999999999999999
freeradiu,0.05770753004881476,0.8163365198746291,0.12595595007655624,1.0
frekuensi,0.017017280059296033,0.02185281535573832,0.9611299045849656,1.0
fremwork,0.09175393324540528,0.7079783743457113,0.2002676924088835,1.0
frequenc,0.8582403624949421,0.052557379599012015,0.08920225790604583,0.9999999999999999
frequent,0.8817075651301408,0.04423517962759228,0.07405725524226675,0.9999999999999998
friendli,0.027309524750400153,0.913085696750291,0.05960477849930873,1.0
from,0.6336687369519329,0.13581730042591617,0.2305139626221509,1.0
frontal,0.038029645929718366,0.04890647262074608,0.9130638814495357,1.0
fruit,0.6336687363579887,0.13581730056580052,0.23051396307621075,1.0
frustasi,0.06507367639026815,0.08506434304226741,0.8498619805674644,1.0
fsa,0.038043333256016165,0.04944026713500843,0.9125163996089753,1.0
fscore,0.930626588604326,0.040207976637257205,0.029165434758416767,1.0
fslsm,0.05893203884649465,0.8150686138720158,0.12599934728148965,1.0
fslsmdengan,0.09204709281330666,0.7076688515595236,0.20028405562716964,1.0
fsm,0.020783023384791918,0.026896635490691875,0.9523203411245162,1.0
fsva,0.038029645930924484,0.04890647262271587,0.9130638814463595,0.9999999999999999
ftp,0.5852653191755198,0.18692228039965098,0.22781240042482923,1.0
fulli,0.7596836295135714,0.08885024580721458,0.15146612467921414,1.0
fullyconnect,0.6336687359791415,0.1358173006558456,0.23051396336501295,1.0
fun,0.09174959429021483,0.7078770717360025,0.20037333397378265,0.9999999999999999
function,0.051984456073945376,0.6203048599183548,0.3277106840076997,1.0
fundu,0.9775411407453887,0.008328751592348183,0.01413010766226323,1.0
fungsi,0.24401843736788684,0.33577026510912095,0.4202112975229921,0.9999999999999998
fungsifungsi,0.0650111687809859,0.0836049579111277,0.8513838733078863,1.0
fungsinya,0.7602633962932215,0.08888233576375446,0.1508542679430241,1.0
fungsion,0.07266659964497227,0.012248937480174986,0.9150844628748528,1.0
fungsionalita,0.04477952798777658,0.3778587074633747,0.5773617645488487,1.0
funngsi,0.6336687351417889,0.1358173008534689,0.23051396400474214,0.9999999999999999
furnitar,0.057707529982880805,0.8163365202728706,0.12595594974424856,1.0
furnitur,0.01788619663744713,0.9430743074089935,0.03903949595355927,0.9999999999999999
furp,0.7550582415201516,0.09427195639924033,0.1506698020806081,1.0
fuse,0.6283091355194541,0.14147603530343328,0.23021482917711275,1.0
fusion,0.8815289934001245,0.04362058290574864,0.0748504236941267,0.9999999999999998
fusiontest,0.6315334226618303,0.13562124323011396,0.23284533410805575,1.0
futsal,0.8749279524188946,0.0434538617301012,0.08161818585100414,1.0
futsalberdasarkan,0.06711601058701985,0.08379821930631833,0.8490857701066618,1.0
fuzzi,0.5779221545707489,0.005941319297350206,0.41613652613190083,1.0
fuzzyanalyt,0.097525007289091,0.7018851911341408,0.2005898015767682,1.0
fvc,0.6336687355287518,0.13581730076491713,0.23051396370633112,1.0
ga,0.1917219595876914,0.04109274735153967,0.7671852930607689,1.0
gabor,0.8202248137018081,0.06599159786709212,0.11378358843109979,1.0
gabungan,0.7047118784593032,0.10985229039335055,0.18543583114734627,1.0
gadget,0.3678329557834189,0.4815335147160471,0.15063352950053396,1.0
gadgetnya,0.09175394173784643,0.7079783656111097,0.20026769265104377,1.0
gae,0.09175393284543004,0.7079783768508434,0.20026769030372654,1.0
gagak,0.06679664474122507,0.08376889528617473,0.8494344599726001,1.0
gagal,0.10911508661978908,0.8609981316848777,0.02988678169533329,1.0
gagasan,0.40151119330163676,0.04097474487515632,0.5575140618232068,1.0
gain,0.963208755764399,0.01368702793037392,0.023104216305227035,1.0
gajah,0.0693227796888026,0.0840008373398194,0.8466763829713779,1.0
gaji,0.8200065926806627,0.06670833867762653,0.11328506864171087,1.0
gakmean,0.02776011730019427,0.912627481914776,0.059612400785029634,0.9999999999999999
galat,0.6328239830966014,0.13670920039512569,0.23046681650827283,0.9999999999999999
gale,0.6336687341594877,0.13581730108654674,0.23051396475396557,1.0
gali,0.1705083457571122,0.7674646105832892,0.06202704365959868,1.0
gambar,0.47199921311506643,0.10334398569861412,0.4246568011863195,1.0
gambaran,0.0647694902103666,0.8427742542695221,0.09245625552011126,1.0
gambaraninformasi,0.09175393317119969,0.7079783748097447,0.2002676920190556,1.0
gambargambar,0.05770752999639657,0.8163365201916143,0.12595594981198913,1.0
game,0.0030566453848894014,0.8664203590805802,0.13052299553453034,1.0
gameedukasi,0.5281424768414138,0.24723335674421118,0.22462416641437502,1.0
gamegam,0.06512432654960963,0.0862468861442075,0.8486287873061829,1.0
gameplay,0.7560744952975514,0.1335213079058674,0.1104041967965812,1.0
gameplaynya,0.6309715857656031,0.13866498692074014,0.23036342731365675,1.0
gamif,0.057707530052966756,0.816336519850167,0.12595595009686636,1.0000000000000002
gamma,0.7555013450514879,0.08897176787286865,0.15552688707564338,1.0
gammu,0.04208965596415783,0.866042911483161,0.0918674325526811,1.0
gampang,0.057707529988385374,0.8163365202411669,0.12595594977044788,1.0
gana,0.7600932232599796,0.08905853892177275,0.15084823781824755,0.9999999999999999
ganda,0.012152179337581613,0.18007184772948023,0.8077759729329381,1.0
gangguan,0.36164056580274667,0.48070522117034,0.1576542130269133,0.9999999999999999
ganjil,0.6316836604939586,0.13791316777059667,0.23040317173544472,1.0
ganti,0.01693973349090237,0.02184240590286775,0.9612178606062298,1.0
gap,0.8825502145544326,0.06251956873652885,0.05493021670903847,1.0
gapkesenjangan,0.6285404003707997,0.14123186365859014,0.23022773597061005,0.9999999999999999
garam,0.0032665179438679504,0.9895418210825108,0.007191660973621205,0.9999999999999999
garamsedangakan,0.09175393315460685,0.7079783749115102,0.20026769193388305,1.0
gardner,0.6327234376832607,0.13681535685682672,0.23046120545991244,0.9999999999999998
gari,0.9196776301435836,0.040400945679163185,0.03992142417725318,1.0
garisgari,0.6336687360922479,0.135817300628109,0.23051396327964307,1.0
gase,0.09175393299530288,0.7079783759103909,0.2002676910943063,1.0
gate,0.7573731133268179,0.09187504521507976,0.15075184145810225,0.9999999999999999
gateway,0.07425224491994006,0.9077357263503011,0.018012028729759003,1.0000000000000002
gatewayrancang,0.0917539329996297,0.7079783758818214,0.20026769111854897,1.0000000000000002
gaul,0.06501129864219739,0.08360798846645533,0.8513807128913473,1.0
gaussian,0.9499398067045132,0.018641751258590775,0.03141844203689605,1.0
gawang,0.03832104595698578,0.4996279630653749,0.46205099097763924,0.9999999999999999
gaya,0.2942007752192231,0.6941381088711028,0.011661115909674113,1.0
gb,0.09187383995942072,0.7078517759667414,0.20027438407383788,1.0
ge,0.8196062705861703,0.06834010641856378,0.11205362299526592,1.0
gedung,0.929528246394008,0.02631776706921627,0.044153986536775706,1.0
geger,0.6336687360116471,0.13581730064645345,0.2305139633418994,1.0
gejala,0.5478592641769009,0.44309613470353554,0.009044601119563709,1.0000000000000002
gejalagajala,0.094040369161453,0.7055643220415098,0.20039530879703726,1.0
gejalagejala,0.6601278896669096,0.3022970249334781,0.037575085399612365,1.0
gejeh,0.6269441753713145,0.13519987398767752,0.23785595064100798,1.0
gelandang,0.06773075076797452,0.08385466206221116,0.8484145871698142,0.9999999999999999
gelap,0.4966991574561517,0.04226337241246191,0.4610374701313863,0.9999999999999999
gelombang,0.18913713509453997,0.02227168589405874,0.7885911790114013,1.0
gemar,0.09178029488715983,0.7079505420886204,0.2002691630242197,1.0
gemari,0.09370065413694315,0.7059229961518313,0.20037634971122556,1.0
geme,0.09175393296343815,0.7079783761112038,0.20026769092535793,0.9999999999999999
gen,0.760263395053705,0.0888823360673693,0.1508542688789258,1.0
gender,0.6932626613159761,0.15871673296957664,0.14802060571444722,1.0
gener,0.01675339693339804,0.5182482483682361,0.46499835469836587,1.0
generasi,0.1874724154482227,0.7792253215896959,0.033302262962081476,1.0
generatorâ,0.0650111689751661,0.08360495822662344,0.8513838727982104,0.9999999999999999
genet,0.760263394838974,0.08888233611895799,0.15085426904206806,1.0
genetika,0.0099927034810946,0.9683790099024628,0.02162828661644248,0.9999999999999999
genggam,0.21408151764683914,0.5788231973296568,0.20709528502350408,1.0
genr,0.12551368688108516,0.3970222569246406,0.47746405619427423,1.0
genu,0.6336687359826403,0.13581730065405617,0.2305139633633036,1.0
geo,0.09175393315460685,0.7079783749115102,0.20026769193388305,1.0
geodes,0.6336687346301899,0.13581730097206682,0.23051396439774327,1.0
geograf,0.6305295794134644,0.13913166148134087,0.2303387591051947,1.0
geografi,0.293894174676632,0.3759492333264264,0.33015659199694175,1.0000000000000002
geografissiggoogl,0.6292052151624608,0.14052994293092141,0.23026484190661797,1.0000000000000002
geograph,0.270588680788497,0.595910937723943,0.13350038148756005,1.0
geolog,0.06549647045422768,0.0836495169876247,0.8508540125581475,0.9999999999999999
geometr,0.017238568507203962,0.021791339991575138,0.9609700915012209,1.0
geometri,0.8218332432463858,0.0660553175665546,0.11211143918705954,1.0
geospasi,0.05805367804559271,0.8159781038871349,0.12596821806727235,0.9999999999999999
geotag,0.8187799424195056,0.06918788807781376,0.11203216950268063,1.0
geotaggingloc,0.6259804554890784,0.1439346890791632,0.23008485543175836,1.0
gerak,0.05259054610405909,0.1577977896407485,0.7896116642551925,1.0
gerakan,0.08747540052744444,0.6538821550672989,0.2586424444052568,1.0
gerakangerakan,0.09175393312353836,0.7079783751047847,0.20026769177167694,0.9999999999999999
gerakanâ,0.07220295255587034,0.08426528751126763,0.8435317599328621,1.0
gerbang,0.07278654267987866,0.3058075035044733,0.621405953815648,1.0
gestur,0.2939849820508188,0.06514725075723499,0.6408677671919463,1.0
ghimk,0.0998360566966873,0.6994451559500952,0.20071878735321755,1.0
gi,0.12797742212134308,0.8198117932288795,0.05221078464977739,1.0
gif,0.06501116887822975,0.08360495806901326,0.8513838730527571,1.0
gigi,0.004551438756318865,0.9874877014725422,0.00796085977113901,1.0
giginya,0.04228005789186445,0.865490621675784,0.09222932043235144,1.0
gigitan,0.8202256469429734,0.06770464953563043,0.11206970352139624,1.0
giliran,0.8207192680488261,0.06719821358264245,0.11208251836853145,1.0
gingerbread,0.05770753002733497,0.8163365200043823,0.12595594996828272,1.0
ginggerbread,0.0651308850557375,0.08640001147474202,0.8484691034695205,1.0
ginjal,0.8776410551744752,0.09537877789132856,0.02698016693419621,1.0
gizi,0.11235775558952278,0.712759560686197,0.1748826837242803,1.0
gizinya,0.09371692704656714,0.7059058169911888,0.20037725596224404,1.0
glaucoma,0.6336687363599116,0.1358173005658777,0.23051396307421074,1.0
glcm,0.9631123604732399,0.013611796671526878,0.023275842855233233,1.0
gldm,0.04019774180978848,0.04902647805773782,0.9107757801324737,1.0
glial,0.6336687360182329,0.1358173006473705,0.23051396333439653,1.0
glioma,0.6336687360182329,0.1358173006473705,0.23051396333439653,1.0
global,0.2735926284592044,0.286735070201989,0.43967230133880664,1.0
globalisasi,0.49706233770146224,0.42471569630688943,0.0782219659916484,1.0
globalisassi,0.06501129864219739,0.08360798846645533,0.8513807128913473,1.0
glow,0.09175393300540721,0.7079783758501682,0.20026769114442464,1.0
glrlm,0.9363180749220154,0.023610071036440097,0.04007185404154453,1.0
glrm,0.8199177302265606,0.06597943245773837,0.11410283731570109,1.0
glukoma,0.6336687372319836,0.13581730036052564,0.2305139624074907,0.9999999999999999
glukosa,0.8218332427218363,0.0660553176956933,0.11211143958247043,1.0
go,0.0650111687809859,0.0836049579111277,0.8513838733078863,1.0
goal,0.3773889665243578,0.4853256894556706,0.13728534401997158,1.0
godoglamongan,0.6336687323963918,0.13581730150473426,0.23051396609887395,1.0
gol,0.03465479610301602,0.8930136448927817,0.07233155900420223,0.9999999999999999
golongan,0.8993236754121112,0.0373539261848032,0.06332239840308558,1.0
googl,0.05326718706067128,0.7992830735223997,0.14744973941692904,1.0
goresan,0.6336687361247844,0.13581730062043926,0.23051396325477633,1.0
gotong,0.6234323020019071,0.13487742554802679,0.24169027245006613,1.0
govern,0.7475005403003575,0.10209749745963488,0.15040196224000763,1.0
gp,0.009937579749793994,0.9684344737259393,0.02162794652426683,1.0000000000000002
gr,0.7602633958861919,0.08888233586506669,0.1508542682487416,1.0
grab,0.026875523426718347,0.03456216905528133,0.9385623075180003,1.0
grade,0.6336687349234599,0.1358173009041173,0.23051396417242292,1.0000000000000002
gradi,0.09175393372157077,0.7079783713538315,0.20026769492459778,1.0
gradient,0.821833242872894,0.06605531765898522,0.11211143946812076,1.0
graf,0.6662851829986863,0.26275283509328307,0.07096198190803073,1.0000000000000002
grafi,0.03802964591930643,0.04890647260414825,0.9130638814765453,1.0
grafik,0.15454909963205365,0.5150463198088281,0.3304045805591182,1.0
gram,0.020780567840273188,0.02672400038441329,0.9524954317753134,0.9999999999999999
grammat,0.6281606916333257,0.1416327657941894,0.23020654257248496,1.0
gramulia,0.821010843116758,0.06602273748991268,0.11296641939332934,1.0
graph,0.5268286221440848,0.04288974517656452,0.4302816326793507,1.0
grati,0.12872820852246988,0.7460640761373032,0.12520771534022687,1.0
gray,0.9219022815744811,0.010938789105834703,0.0671589293196842,1.0
grayscal,0.9696942298454039,0.011234573969280185,0.01907119618531584,0.9999999999999999
grcitra,0.6336687355287518,0.13581730076491713,0.23051396370633112,1.0
greedi,0.017884391728838333,0.9428344090296886,0.039281199241472935,0.9999999999999999
green,0.9461960398638688,0.0199478159662167,0.033856144169914504,1.0
greenhous,0.8993674614397367,0.037309509459997905,0.06332302910026547,1.0
gresik,0.19414618837370956,0.24967396952310217,0.5561798421031883,1.0
grey,0.8218332434092672,0.06605531752415422,0.11211143906657862,1.0000000000000002
grid,0.04565631772376746,0.8623177913867468,0.09202589088948572,1.0
grip,0.6336687357428953,0.1358173007108189,0.23051396354628576,0.9999999999999999
ground,0.941672316650267,0.021624986156192627,0.03670269719354048,1.0
groundtruth,0.9120022893284127,0.03269804226641122,0.05529966840517609,1.0
groundtruthnya,0.6336687363599116,0.1358173005658777,0.23051396307421074,1.0
group,0.06590914119519697,0.0836874069913405,0.8504034518134626,1.0
grow,0.02688665983827143,0.035170791492641816,0.9379425486690868,1.0
growth,0.29962545173017596,0.039475203386542694,0.6608993448832813,1.0
grup,0.038468598941374686,0.0489307688984232,0.9126006321602022,1.0
guangxi,0.0998360566966873,0.6994451559500952,0.20071878735321755,1.0
guard,0.08649296649266416,0.7865309298669199,0.12697610364041603,1.0
gubernur,0.09465233726825836,0.7049181951466418,0.2004294675850998,1.0
gudang,0.2346706880793891,0.7359165573451748,0.02941275457543613,1.0
gui,0.057670381947224,0.81488775443064,0.12744186362213591,0.9999999999999999
guid,0.2891317058690565,0.08111598842618198,0.6297523057047615,1.0
guidelin,0.09160663717344567,0.7045393978266912,0.2038539649998632,1.0
gula,0.9249523995625019,0.04354258796395399,0.03150501247354422,1.0
gumeno,0.7602633960876104,0.08888233581453266,0.15085426809785699,1.0
gunjal,0.633668735577709,0.1358173007509527,0.2305139636713384,1.0
gunung,0.06932276721842974,0.08400083619482898,0.8466763965867412,1.0
guru,0.03644203259153879,0.7546360666709206,0.20892190073754055,1.0
guruguru,0.09935336361644168,0.6999547859203087,0.20069185046324967,1.0
gurukepala,0.6336687358598135,0.13581730068461773,0.23051396345556865,0.9999999999999999
gyroscop,0.09175393313191404,0.7079783750568749,0.2002676918112111,1.0
ha,0.02322937358178615,0.9260687888364856,0.05070183758172832,1.0
haar,0.4908379136817162,0.01377760178033627,0.49538448453794753,1.0
habi,0.3865625193886154,0.5338972848319931,0.07954019577939171,1.0000000000000002
hackerpada,0.608899248630943,0.14419079579028712,0.24690995557876974,0.9999999999999999
had,0.7591608275981265,0.08936426077592145,0.15147491162595203,1.0
hadapi,0.042153564645345455,0.8643712331692275,0.09347520218542703,1.0
hadiah,0.758513338573888,0.09069441388958181,0.15079224753653006,0.9999999999999999
hadiahnya,0.09175393312353836,0.7079783751047847,0.20026769177167694,0.9999999999999999
hadir,0.6256451302291034,0.14428872345119645,0.2300661463197003,1.0000000000000002
hadist,0.02334870516740774,0.9259477373864,0.050703557446192364,1.0
hadit,0.004977399668244913,0.006400981515391195,0.988621618816364,1.0000000000000002
hafalan,0.09175393302474158,0.7079783757259216,0.20026769124933688,1.0
hak,0.42771165344691703,0.4016210748674333,0.17066727168564957,0.9999999999999999
hal,0.12421928616080094,0.6737009932959276,0.20207972054327153,1.0
halaman,0.051466896215053314,0.07316439574177053,0.8753687080431761,1.0
halamanhalaman,0.06501116875202338,0.08360495786476782,0.8513838733832088,1.0
halangan,0.6336687357015508,0.13581730072183001,0.23051396357661924,1.0
halhal,0.41365421255595897,0.5062506326303808,0.08009515481366021,1.0
halnya,0.354512146159961,0.5797495361720131,0.06573831766802583,0.9999999999999999
halu,0.1905296680275052,0.04096471208125308,0.7685056198912417,1.0
hama,0.5875969549104042,0.39115389655718963,0.021249148532406004,0.9999999999999998
hambatan,0.19157815918623444,0.5397569982147169,0.26866484259904866,1.0
hamil,0.044153390233754725,0.8639255967873273,0.09192101297891805,1.0
hand,0.6322876957888517,0.13727541968241821,0.2304368845287301,1.0
handal,0.20465509076172378,0.7327402595894847,0.06260464964879149,1.0
handcraft,0.8210792110444914,0.06682892648808736,0.1120918624674212,1.0
handmad,0.6336687346879659,0.13581730096040995,0.23051396435162408,1.0
handphon,0.01905036071287855,0.5294882709172005,0.45146136836992085,1.0
handwrit,0.6336687361247844,0.13581730062043926,0.23051396325477633,1.0
hanifida,0.9208385518177687,0.030091212114454063,0.049070236067777204,1.0
harapan,0.46957902617247615,0.5001733822784001,0.03024759154912367,1.0
harapannya,0.5479996640602283,0.1298412973164595,0.3221590386233122,1.0
harapkan,0.062233717679488404,0.8116499248517552,0.1261163574687564,1.0
hard,0.6283091355194541,0.14147603530343328,0.23021482917711275,1.0
hardcopi,0.09175393313906899,0.7079783750085639,0.20026769185236712,1.0
harddisk,0.3848231799254468,0.1129690924316944,0.5022077276428588,1.0
hardwar,0.014099826281413423,0.8705935063662776,0.11530666735230899,1.0
harga,0.07220585709291917,0.09672179273840043,0.8310723501686804,1.0
harian,0.7559676578682852,0.09333030978986735,0.1507020323418475,1.0
harihari,0.618448139384485,0.15188740718425556,0.22966445343125944,0.9999999999999999
harinya,0.03502937090224577,0.47636403738939764,0.48860659170835646,0.9999999999999998
harkat,0.06502683858924085,0.08397080537511398,0.8510023560356452,1.0
harmoni,0.8574719601828519,0.05302500077316039,0.08950303904398789,1.0000000000000002
harokat,0.09175393296343815,0.7079783761112038,0.20026769092535793,0.9999999999999999
haromain,0.6225873814482541,0.14751713668545954,0.22989548186628625,0.9999999999999999
harri,0.02790919597870163,0.9124758807571409,0.05961492326415748,1.0
harta,0.06501116888974552,0.08360495808718918,0.8513838730230653,1.0
hash,0.01697609118621365,0.021797057870237852,0.9612268509435484,0.9999999999999999
hasil,0.4003505904690595,0.23891758338751556,0.360731826143425,1.0
hasilkan,0.3069626232535851,0.037665795600880424,0.6553715811455345,1.0
hasilnya,0.27302641120035837,0.3576117648953767,0.36936182390426486,1.0
hasilâ,0.09175393317194225,0.7079783748074175,0.2002676920206402,1.0
hasyim,0.02689428442347478,0.03456291217340389,0.9385428034031214,1.0
hat,0.6336687362324643,0.135817300595966,0.23051396317156958,0.9999999999999999
hati,0.09175393306411078,0.7079783754778319,0.20026769145805723,1.0
haversin,0.09175393298611527,0.7079783759704208,0.20026769104346392,1.0
havij,0.4784003767528752,0.29975174550371053,0.2218478777434143,1.0
hawar,0.094040369161453,0.7055643220415098,0.20039530879703726,1.0
head,0.8218332437546215,0.06605531744044082,0.11211143880493774,1.0
headmount,0.35198121696008505,0.43322682421705494,0.21479195882285995,1.0
health,0.7602633956831422,0.08888233591342583,0.150854268403432,1.0
help,0.6266311631584741,0.14324766211643372,0.2301211747250922,1.0
hematolog,0.821833242981098,0.06605531763121025,0.11211143938769169,1.0
hematologist,0.7602633955228548,0.08888233595214719,0.15085426852499803,1.0
hemorrhag,0.6336687344413396,0.13581730101721293,0.23051396454144754,1.0
henti,0.09193854900196988,0.7077834551222318,0.20027799587579836,1.0
hero,0.06506010092851201,0.08474739193170533,0.8501925071397827,1.0
heterogen,0.06503080434876529,0.08406339439246648,0.8509058012587682,1.0
heurist,0.02330751441739466,0.9253329158548883,0.051359569727717075,1.0
hewan,0.757970237333622,0.18866229850964897,0.053367464156728925,0.9999999999999999
hh,0.6336687368316619,0.13581730045378018,0.23051396271455787,1.0
hibrid,0.6336687345727342,0.13581730098741315,0.23051396443985273,1.0
hibrida,0.042089655825142916,0.8660429123172902,0.09186743185756689,1.0
hiburan,0.012707783436730588,0.44566202722565895,0.5416301893376104,1.0
hid,0.016939051377831228,0.02178377505832907,0.9612771735638397,1.0
hidayatun,0.0970778413862525,0.7023573149790329,0.20056484363471475,1.0000000000000002
hidden,0.11875095286579877,0.14315007521621417,0.738098971917987,1.0
hidung,0.012556959867807884,0.015907318596913536,0.9715357215352786,1.0
hidup,0.15691748525665009,0.5215460642120593,0.3215364505312906,1.0
hierarch,0.013298018696852678,0.9576769203258735,0.029025060977273906,1.0
hierarchi,0.1754088411788405,0.05302953718117123,0.7715616216399882,1.0
hierarci,0.6336687340027093,0.1358173011210137,0.230513964876277,1.0
hierarki,0.4412941075657013,0.040365926199555396,0.5183399662347432,0.9999999999999999
high,0.6336687359826403,0.13581730065405617,0.2305139633633036,1.0
hijaiyah,0.011372027168542402,0.963841590929872,0.024786381901585667,1.0
hijau,0.343908231530356,0.025443767838111253,0.6306480006315327,1.0
hikam,0.09175393324540528,0.7079783743457113,0.2002676924088835,1.0
hilang,0.4155006709392523,0.5587326901486882,0.025766638912059422,1.0
hilangnya,0.25429265172444,0.6680488021890006,0.07765854608655945,1.0000000000000002
himpunan,0.7600896650741095,0.08906222335161458,0.1508481115742758,0.9999999999999999
hindu,0.09175393298112837,0.7079783759997523,0.2002676910191193,1.0
hipertensi,0.8208973641625213,0.06701549342187499,0.11208714241560365,1.0
hipotesi,0.06081440660761743,0.8129761455180236,0.12620944787435898,0.9999999999999999
hirarchi,0.6336687341597366,0.1358173010844774,0.230513964755786,1.0
hirarci,0.06501116871886368,0.08360495780951649,0.8513838734716198,1.0
hirarki,0.3196953145035267,0.024930863821508737,0.6553738216749645,0.9999999999999999
hirearchi,0.6327066894131168,0.13683304063889756,0.23046026994798563,1.0
histogram,0.9806725611555737,0.007165647139834238,0.012161791704592232,1.0000000000000002
histori,0.4072528354648557,0.5538347634523226,0.038912401082821665,1.0
hitam,0.8582403627150959,0.052557379543874135,0.08920225774102998,1.0
hitung,0.2686987074798326,0.6334384316668383,0.09786286085332921,1.0000000000000002
hitungan,0.6336687345727342,0.13581730098741315,0.23051396443985273,1.0
hivaid,0.6336687349709973,0.13581730088913294,0.23051396413986974,1.0
hivpositif,0.6336687348127186,0.13581730093154346,0.23051396425573795,1.0
hj,0.06501116868768715,0.08360495775932382,0.8513838735529891,1.0
hjunyil,0.03802964593707167,0.048906472633024854,0.9130638814299036,1.0
hl,0.6336687368316619,0.13581730045378018,0.23051396271455787,1.0
hmd,0.35198121701199825,0.43322682416224423,0.21479195882575747,1.0
hmf,0.06501116878067881,0.08360495790975742,0.8513838733095638,1.0
hmfhj,0.020780567819729,0.026724000350444296,0.9524954318298268,1.0
hmfhjunyil,0.026875523363780573,0.03456216895144795,0.9385623076847716,1.0
hmvc,0.014541409046066576,0.9537196308777295,0.031738960076204054,1.0000000000000002
ho,0.6330819743606599,0.1364368109863884,0.23048121465295168,1.0
hoax,0.7602633949989431,0.0888823360792809,0.15085426892177586,0.9999999999999999
hobi,0.0577075300554072,0.816336519835093,0.12595595010949978,1.0
hog,0.760263395374617,0.08888233598966432,0.1508542686357187,1.0
holder,0.7573467878833858,0.09190230485664541,0.15075090725996873,1.0
holikultura,0.6336687361208995,0.13581730062562572,0.2305139632534748,1.0
home,0.6333023993846657,0.13620408374166945,0.23049351687366487,1.0
homogen,0.8526140159442834,0.05742757916826784,0.08995840488744868,0.9999999999999999
homomorph,0.6336687356215817,0.13581730073918868,0.2305139636392297,1.0
horizont,0.7602633958314943,0.08888233587663068,0.1508542682918751,1.0
hortikultura,0.6336687355737615,0.13581730075158777,0.23051396367465068,1.0
hospit,0.6336687354856982,0.13581730077252407,0.23051396374177763,1.0
host,0.00921414705637813,0.3673337269751505,0.6234521259684713,1.0
hotmix,0.057661502362822,0.814541451566733,0.12779704607044504,1.0
hotspot,0.03808925490482729,0.05123118493667543,0.9106795601584972,0.9999999999999999
hough,0.9121158692359818,0.03258303781381981,0.05530109295019834,0.9999999999999999
how,0.014296235118707399,0.018385089164883454,0.9673186757164092,1.0
howard,0.6327234376832607,0.13681535685682672,0.23046120545991244,0.9999999999999998
hp,0.6330819743606599,0.1364368109863884,0.23048121465295168,1.0
hrd,0.9413932491114795,0.02175631333712071,0.03685043755139979,1.0
hrm,0.0380296459128913,0.048906472593578124,0.9130638814935307,1.0
hsv,0.9363180749551159,0.02361007102793882,0.04007185401694536,1.0
ht,0.6336687359826403,0.13581730065405617,0.2305139633633036,1.0
html,0.0062360214337422734,0.3684315166112493,0.6253324619550084,1.0
http,0.02687552335360777,0.03456216893516188,0.9385623077112304,1.0
httpswwwkagglecomasaumyahealthcaredatasetstrokedata,0.63366873566207,0.13581730073078424,0.23051396360714563,0.9999999999999999
hubungan,0.28636404035518626,0.19633016593126845,0.5173057937135453,1.0
hue,0.9219974475138166,0.028919443044957336,0.04908310944122601,0.9999999999999999
hujan,0.11974376897796545,0.8562575027578172,0.02399872826421742,1.0
hujjah,0.09236845474468311,0.707329551158254,0.20030199409706284,1.0
hukum,0.021761607795681825,0.43290798413499304,0.5453304080693251,1.0
hukuman,0.6263987567328385,0.14349303652127782,0.2301082067458837,1.0
human,0.6310273055862725,0.02758969746282999,0.3413829969508974,1.0
hunian,0.03803429145664023,0.049087644089731534,0.9128780644536283,1.0
hunt,0.03807351654416548,0.05061739825951688,0.9113090851963176,1.0
huntandkil,0.09151989445823679,0.7025141758236643,0.2059659297180989,1.0
huriyah,0.09175393291494244,0.7079783764167276,0.20026769066833,1.0
huruf,0.3320089590308611,0.5562139787662269,0.11177706220291199,1.0
husada,0.721633794165525,0.16885618210759992,0.10951002372687497,0.9999999999999999
husna,0.03065054497989922,0.9185407115978483,0.05080874342225233,0.9999999999999999
hva,0.02730830386982256,0.9130869383379676,0.05960475779220979,0.9999999999999999
hybird,0.6336687342323118,0.1358173010659662,0.230513964701722,1.0
hybrid,0.9293853755196625,0.026362780628414725,0.044251843851922816,1.0
